instname,state,tuition,revenue,control,total_enrollment,all_employees,LONGITUD,LATITUDE
Career College of California,California,,165929,3,12,,-117.866068,33.747993
Kim Anh Academy of Beauty,California,,607098,3,,,-117.98054,33.759247
Asian American International Beauty College,California,,822824,3,252,,-117.99174,33.759351
Advance Beauty College,California,,2552434,3,1507,,-117.952461,33.759636
Newbridge College,California,,4031051,3,375,,-117.840936,33.759858
Santa Ana College,California,3192,122610886.2,1,18196,681,-117.888331,33.759971
ATI College-Tustin,California,,391111,3,42,,-117.854803,33.760006
California State University-Chancellors Office,California,,229178358,1,,,-118.2012,33.76435
Trinity Law and Graduate School,California,,1622744,2,163,,-117.851516,33.766057
The Academy of Radio Broadcasting,California,,1315964,3,174,,-117.990398,33.7689
Kensington College,California,,226931,3,20,,-117.85205,33.769975
Concorde Career College,California,,3389000,3,379,,-117.938012,33.774687
John Wesley International Barber and Beauty College,California,,360012,3,104,,-118.192452,33.775641
Career Networks Institute,California,,677182,3,76,,-117.861153,33.776553
ITT Technical Institute,California,8073,8589367,3,762,50,-117.895677,33.780231
Career Academy of Beauty,California,,1061326,3,330,,-118.031392,33.781049
California Nurses Educational Institute,California,,1470630,3,97,27,-116.46019,33.78175
California State University-Long Beach,California,7380,326357231,1,30011,3388,-118.122256,33.781967
South Coast College,California,,2899820,3,,46,-117.874109,33.787946
COBA Academy,California,,1051199,3,196,,-117.853233,33.788226
Thanh Le College School of Cosmetology,California,,304450,3,30,,-117.908172,33.788942
Intercoast Colleges,California,,2640634,3,230,,-117.893591,33.789005
Lola Beauty College,California,,279138,3,54,,-118.028637,33.789621
National Institute of Technology,California,7290,4163140,3,369,,-118.220174,33.790966
Mayfield College,California,10235,1181928,3,121,16,-116.45875,33.79148
Chapman University,California,,136741826,2,,,-117.85168,33.79303
American Institute of Health Sciences,California,,517340,3,71,,-118.171442,33.797115
TUI University,California,9440,48583000,3,8004,,-118.032561,33.804556
Westwood College-Anaheim,California,14865,8771735,3,532,,-117.877775,33.804838
Hair California Beauty Academy,California,,133415,3,130,,-117.835701,33.806094
Mt San Jacinto College,California,3072,27156785,1,8050,561,-116.97192,33.80723
Homestead Schools,California,,1966838,2,118,39,-118.350584,33.808621
Champion Institute of Cosmetology,California,,140621,3,93,7,-116.545668,33.813975
Brownson Technical School,California,,81862,3,51,,-117.906603,33.819219
California Career School,California,,,3,,,-117.906603,33.819219
Maric College-Palm Springs,California,,3406475,3,143,34,-116.519182,33.823023
Cypress College,California,4020,161516912,1,31399,1792,-118.025102,33.828139
Southern California Institute of Technology,California,6000,2947689,3,100,40,-117.918923,33.832446
Long Beach City College,California,3120,94214511,1,18730,719,-118.13532,33.83246
Bryman College,California,,247349,3,,,-118.314996,33.836069
College of Information Technology,California,,1278120,3,46,0,-117.950175,33.83811
Bryman College,California,,2969307,3,353,,-117.959031,33.839119
Bethesda Christian University,California,3600,19221164,2,,,-117.941619,33.842251
South Baylo University,California,4500,4666982,2,629,106,-117.959077,33.848254
ITT Technical Institute,California,8073,7038501,3,964,47,-118.290475,33.848843
Westwood College-Long Beach,California,,713575,3,85,,-118.290528,33.851854
California State University-Dominguez Hills,California,7380,109601537,1,12524,1339,-118.25869,33.867102
Platt College,California,6900,3132072,3,293,49,-118.098918,33.868535
AMERICAN AUTO INSTITUTE,California,,,3,,,-118.099356,33.871427
Compton Community College,California,,27021159,1,4866,432,-118.209134,33.874419
PCI College,California,,,3,,,-118.099816,33.874512
Hope International University,California,10980,15086592,2,925,245,-117.885178,33.878055
California State University-Fullerton,California,7380,242127150,1,27167,3133,-117.887433,33.879642
RWM Fiber Optics,California,,344328,3,72,18,-118.264881,33.880122
InfoTech Career College,California,8575,842274,3,173,,-118.142631,33.880639
Salon Success Academy,California,,412151,3,58,,-117.514431,33.882331
El Camino College,California,3288,67055249,1,22616,1284,-118.326597,33.885352
Cerritos College,California,3000,74972659,1,20450,1106,-118.097454,33.887435
Southern California College of Optometry,California,,16215417,2,378,136,-117.887088,33.888929
Marinello Schools of Beauty,California,,235418,3,51,,-118.15017,33.889282
NTMA Training Centers of Southern California,California,,10834790,2,76,,-118.044525,33.892114
Bryman College-Corinthian Colleges Inc,California,,3934792,3,453,,-118.292958,33.892443
American College of Health Professions,California,,,3,,,-117.493603,33.901049
Biola University,California,15914,58211000,2,3874,737,-118.017982,33.905083
ATI College,California,8900,1190514,3,129,,-118.068098,33.905239
North-West College-Riverside,California,,992104,3,95,,-117.451116,33.908647
Advanced College,California,,319223,3,14,,-118.15823,33.915576
DOWNEY ADULT SCHOOL,California,,,1,,,-118.116619,33.919439
Southern California University of Health Sciences,California,,18570142,2,748,216,-117.984921,33.924653
Charles R Drew University of Medicine and Science,California,7200,60374631,2,211,286,-118.242462,33.924654
Argosy University-Santa Monica Campus,California,8244,,3,42,0,-118.373038,33.927857
Career Colleges of America,California,,2267602,3,,,-118.171757,33.930143
Healthy Hair Academy,California,,789876,3,35,14,-118.322639,33.930853
California Baptist University,California,9308,22817320,2,2058,219,-117.427126,33.931322
Saint Francis Career College,California,,,2,,,-118.20145,33.932061
Maxine Waters Employment Preparation Center,California,,8242575,1,2177,,-118.254259,33.936725
Sage College,California,5280,1406441,3,329,,-117.27898,33.945347
The University of West Los Angeles,California,5670,3041261,2,397,64,-118.37,33.947732
Beaumont Adult School,California,,64179231,1,69,,-116.964425,33.949603
Borner's Barber College,California,,212210,3,26,5,-118.308934,33.950696
Redstone College-Los Angeles Campus,California,17500,5376851,3,,45,-118.377031,33.955314
Otis College of Art and Design,California,8975,20409904,2,834,291,-118.416443,33.956926
Loyola Marymount University,California,17932,190426013.7,2,,1024,-118.41614,33.96968
Riverside Community College,California,2904,93185577,1,22320,1523,-117.384718,33.971325
University of California-Riverside,California,9384,269989000,1,11600,4138,-117.331107,33.975885
Ladera Career Paths Training Centers,California,,2710732,3,49,0,-118.372269,33.976871
Maric College-Riverside,California,,23640877,3,1773,,-117.370151,33.977091
American Intercontinental University,California,11850,11833100,3,446,,-118.415776,33.978529
Cynthias Beauty Academy,California,,2939193,3,329,,-118.193355,33.978651
Whittier College,California,19828,46483786,2,2198,274,-118.031359,33.979077
United Education Institute-Los Angeles Campus,California,,36048505,3,1836,,-118.225272,33.986257
National Polytechnic College,California,10180,823992,3,93,,-118.138675,33.990086
Yo San University of Traditional Chinese Medicine,California,,1417778,2,135,47,-118.442589,33.993067
Universal College of Beauty Inc,California,,1969558,3,116,,-118.331685,34.004283
Pardee Rand Graduate School of Policy Studies,California,,1460000,2,57,,-118.490447,34.009885
Montebello Beauty College,California,,761005,3,191,,-118.124571,34.013381
International School of Cosmetology,California,,402175,3,61,,-118.494684,34.017509
Santa Monica College,California,4080,99325923,1,26372,1574,-118.470444,34.018918
Art Institute of California-Los Angeles,California,12864,11637346,3,,110,-118.451406,34.019307
Rio Hondo College,California,2736,56391538,1,11545,671,-118.037464,34.020358
University of Southern California,California,22198,1750491016,2,28766,12242,-118.28575,34.02181
Marinello School of Beauty,California,,138048,3,55,,-118.219549,34.027249
Emperors College of Traditional Oriental Medicine,California,,2876516,3,387,59,-118.484595,34.030315
Abram Friedman Occupational Center,California,,,1,,,-118.266121,34.034208
Pepperdine University,California,23000,244502000,2,7663,1644,-118.705717,34.034602
COAST CAREER INSTITUTE,California,,,3,,,-118.263231,34.0363
California Healing Arts College,California,,1173413,3,104,,-118.464785,34.040008
Virginia Sewing MacHines and School Center,California,,504194,3,47,,-118.25793,34.040553
Everest College,California,7452,4441482,3,354,86,-117.577431,34.040567
Mt San Antonio College,California,3000,99863497,1,22715,1477,-117.844435,34.041386
Hacienda La Puente Unified School District-Adult Education,California,,28284976,1,3281,,-117.98112,34.043607
Fashion Institute of Design & Merchandising-Los Angeles,California,13345,47555925,3,3096,641,-118.259357,34.044404
Palace Beauty College,California,,683154,3,37,,-118.309088,34.044761
Career Development Institute,California,,310450,3,7,11,-118.386339,34.045808
University of the West,California,6030,5431077,2,79,74,-118.081841,34.045893
Southern California Institute of Architecture,California,16096,6556526,2,388,85,-118.233621,34.045951
Four-D College,California,,1220000,3,157,,-117.311587,34.048242
Samra University of Oriental Medicine,California,,2310606,2,,,-118.276208,34.050077
California State Polytechnic University-Pomona,California,7380,218956523,1,18021,2110,-117.820714,34.05037
Loma Linda University,California,15000,197195860,2,4802,2521,-117.260002,34.052617
Community Christian College,California,8000,740661,2,33,0,-117.200023,34.054474
Pomona Unified School District Adult and Career Education,California,,,1,1034,,-117.773821,34.054541
Associated Technical College,California,,2603045,3,479,,-118.272335,34.05636
Summit Career College,California,,3512361,3,260,,-117.303779,34.056596
Walter Jay MD Institute An Educational Center,California,7557,356585,3,41,0,-118.274412,34.057253
NATIONWIDE BEAUTY COLLEGE,California,,438879,3,148,,-117.748465,34.057881
Western University of Health Sciences,California,12915,38665601,2,1411,283,-117.747847,34.057955
Bryman College-San Bernardino,California,,4120753,3,357,,-117.28254,34.060414
Pacific States University,California,7920,1171144,2,,,-118.298941,34.061705
Bryan College,California,5280,891791,3,266,,-118.302824,34.061733
Central Nursing College,California,,887716,3,88,17,-118.302322,34.061737
Meridian Institute,California,,258437,3,32,,-118.319533,34.061737
Bryman College,California,,3612872,3,404,,-118.299071,34.061758
Southwestern University School of Law,California,,20280348,2,875,145,-118.288481,34.061761
Marian Health Careers Center,California,,909998,3,,,-118.295009,34.061769
Westwood College-Los Angeles,California,,3495682,3,,,-118.293287,34.06178
Institute of Computer Technology,California,7950,3105337.14,3,236,39,-118.29203,34.061788
Los Angeles County College of Nursing and Allied Health,California,2400,3987878,1,173,29,-118.212214,34.062156
North-West College-Pomona,California,,-850,3,172,,-117.751125,34.062305
California State University-Los Angeles,California,7380,202812195,1,19783,2265,-118.171605,34.062369
University of Redlands,California,19490,54833266,2,3979,942,-117.163796,34.062769
DeVry University-California,California,7778,37865385,3,3499,442,-117.803061,34.063021
West Coast Ultrasound Institute,California,16000,1309492,3,2,,-118.376139,34.063043
Los Angeles ORT Technical Institute,California,,2967108,2,181,,-118.369577,34.063887
World Mission University,California,,,2,,,-118.289934,34.064929
Dongguk Royal University,California,,1798701,2,360,86,-118.289942,34.065943
Concorde Career College,California,,3808000,3,541,,-117.284369,34.067192
American Career College,California,,4226547,3,302,,-117.583924,34.068809
Community Based Education Development,California,,1541556,2,,,-118.34481,34.068898
ITT Technical Institute,California,8073,9109915,3,,54,-117.270801,34.069537
American Beauty College,California,,102262,3,24,,-117.937209,34.069634
Argosy University-Inland Empire,California,16380,3993948,3,299,43,-117.271534,34.070477
The Art Institute of California-Inland Empire,California,26499,7278818,3,299,64,-117.270456,34.071322
North-West College-West Covina,California,,-4685,3,239,,-117.950366,34.071699
University of California-Los Angeles,California,9804,2612248056,1,36351,21290,-118.437942,34.074002
CET-Riverside,California,,1287311,2,194,,-117.268354,34.075028
Westech College,California,,2640634,3,75,,-117.57727,34.07517
Professional Institute of Beauty,California,,414044,3,74,,-118.039129,34.075294
Palladium Technical Academy,California,,311529,3,16,,-118.043395,34.076443
East San Gabriel Valley Regional Occupational Program,California,,988404,1,943,,-117.937836,34.07668
American Career College,California,,9074064,3,1321,,-118.29239,34.079012
Premiere Career College,California,,856029,3,110,,-117.990285,34.079458
Bryman College-A Corinthian School,California,,6189072,3,552,,-118.148596,34.079849
Rosemead Beauty School,California,,1273183,3,141,,-118.08296,34.08054
Cleveland Chiropractic College of Los Angeles,California,4716,11349207,2,661,113,-118.291713,34.081545
Sound Master Recording Engineer School-Audio/Video,California,,467959,3,51,,-118.151857,34.081778
Platt College-Los Angeles,California,,5241287,3,479,130,-118.151857,34.081778
Universal Technical Institute of California Inc,California,,6954000,3,211,,-117.575814,34.082807
Mount St Mary's College,California,16776,26668509,2,2066,333,-118.479825,34.083329
Pomona College,California,22940,419063016,2,1549,489,-117.714918,34.085106
Yeshiva Ohr Elchonon Chabad West Coast Talmudical Seminary,California,7500,2892580,2,56,12,-118.346604,34.085277
Los Angeles City College,California,3192,461951573,1,88059,5012,-118.291791,34.086786
San Bernardino Valley College,California,3308,70041997,1,14782,1012,-117.313769,34.08874
Westwood College-Inland Empire,California,9423,5152044,3,91,25,-117.651894,34.088841
Gnomon School of Visual Effects,California,24700,2857236,3,71,,-118.328916,34.089973
United Beauty College Inc,California,,546561,3,52,,-118.043552,34.09149
Keck Graduate Institute,California,,13449477,2,,,-117.72267,34.091723
Cao Institute of Aesthetics,California,,2732951,3,162,21,-118.123499,34.09408
Alhambra Beauty College,California,,1134726,3,106,,-118.129093,34.094122
American Academy of Dramatic Arts-West,California,,2744617,2,185,,-118.344097,34.095315
Baldwin Park Adult & Community Education,California,25,9749113,1,3295,,-117.9605,34.09669
Los Angeles Recording School,California,,1188639,3,250,,-118.336282,34.097923
LOS ANGELES FILM SCHOOL,California,,,-3,,,-118.328251,34.098048
ICDC College,California,,3117176,3,370,,-118.307563,34.098051
Life Pacific College,California,5250,5035590,2,501,59,-117.829024,34.09931
Elegance International,California,,,3,14,,-118.338691,34.100413
University of La Verne,California,16000,64529541,2,6820,856,-117.772322,34.101068
Musicians Institute,California,12000,6406800.58,3,524,,-118.337911,34.101495
Claremont McKenna College,California,20600,143166287,2,1043,338,-117.707045,34.102557
ITT Technical Institute,California,8073,10092980,3,834,57,-117.81881,34.103049
Claremont Graduate University,California,,42909514,2,2016,468,-117.714076,34.10335
Scripps College,California,21000,70932411,2,760,211,-117.711455,34.103726
Pitzer College,California,21520,32050968,2,930,216,-117.707116,34.104441
Harvey Mudd College,California,21584,34745644,2,709,217,-117.712028,34.105473
Richards Beauty College,California,,109986,3,89,,-117.631337,34.107009
American Film Institute Conservatory,California,,24700724,2,296,,-118.309348,34.107558
Claremont School of Theology,California,,13590549,2,520,76,-117.714984,34.108502
Occidental College,California,22200,100189305,2,1603,595,-118.214384,34.126539
Azusa Pacific University,California,14630,84403191,2,6033,950,-117.890001,34.128897
University of Judaism,California,14500,17558983,2,209,182,-118.471715,34.129284
City of Hope Graduate School of Biological Science,California,,423429140,2,39,55,-117.971675,34.13217
California Institute of Technology,California,19260,2034583008,2,1889,2528,-118.127476,34.135914
Citrus College,California,,53847044.13,1,10668,849,-117.884047,34.135951
Hair Masters University,California,,292194,3,62,,-117.287561,34.135954
Career College Consultants,California,5500,766779,3,50,,-118.214616,34.137518
Los Angeles Music Academy,California,11100,1811354,3,158,0,-118.150408,34.139327
